"","isolate_id","cluster_pb2","cluster_pb1","cluster_pa","cluster_ha","cluster_np","cluster_na","cluster_mp","cluster_ns","cluster_profile"
"289","EPI_ISL_732945",13,12,6,2,2,2,1,3,"13_12_6_2_2_2_1_3"
"290","EPI_ISL_732946",13,12,6,2,2,2,1,3,"13_12_6_2_2_2_1_3"
"291","EPI_ISL_4071019",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"292","EPI_ISL_766052",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"293","EPI_ISL_766053",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"294","EPI_ISL_766054",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"295","EPI_ISL_766056",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"296","EPI_ISL_766876",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"297","EPI_ISL_775248",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"298","EPI_ISL_775251",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"299","EPI_ISL_775253",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"300","EPI_ISL_775266",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"301","EPI_ISL_775267",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"302","EPI_ISL_779129",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"303","EPI_ISL_796011",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"304","EPI_ISL_804043",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"305","EPI_ISL_804045",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"306","EPI_ISL_804047",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"307","EPI_ISL_808250",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"308","EPI_ISL_811128",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"309","EPI_ISL_811134",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"310","EPI_ISL_811135",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"311","EPI_ISL_811144",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"312","EPI_ISL_811146",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"313","EPI_ISL_832205",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"314","EPI_ISL_832206",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"315","EPI_ISL_943551",6,6,2,1,24,3,1,3,"6_6_2_1_24_3_1_3"
"316","EPI_ISL_943553",6,6,2,1,24,3,1,3,"6_6_2_1_24_3_1_3"
"317","EPI_ISL_984670",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"318","EPI_ISL_984673",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"319","EPI_ISL_984675",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"320","EPI_ISL_984680",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"321","EPI_ISL_984681",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"322","EPI_ISL_984684",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"323","EPI_ISL_984686",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"324","EPI_ISL_984688",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"325","EPI_ISL_984690",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"326","EPI_ISL_984691",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"327","EPI_ISL_984692",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"328","EPI_ISL_984693",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"329","EPI_ISL_984694",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"330","EPI_ISL_984695",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"331","EPI_ISL_996003",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"332","EPI_ISL_1033028",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"333","EPI_ISL_1033029",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"334","EPI_ISL_1033030",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"335","EPI_ISL_1033124",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"336","EPI_ISL_1041108",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"337","EPI_ISL_1041120",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"338","EPI_ISL_1041121",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"339","EPI_ISL_1041124",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"340","EPI_ISL_1041125",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"341","EPI_ISL_1041126",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"342","EPI_ISL_1041127",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"343","EPI_ISL_1041128",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"344","EPI_ISL_1041129",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"345","EPI_ISL_1041130",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"346","EPI_ISL_1041131",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"347","EPI_ISL_1041132",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"348","EPI_ISL_1041133",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"349","EPI_ISL_1041134",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"350","EPI_ISL_1041135",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"351","EPI_ISL_1041136",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"352","EPI_ISL_1041137",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"353","EPI_ISL_1041138",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"354","EPI_ISL_1041139",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"355","EPI_ISL_1041140",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"356","EPI_ISL_1041141",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"357","EPI_ISL_1041142",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"358","EPI_ISL_1041143",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"359","EPI_ISL_1041144",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"360","EPI_ISL_1041145",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"361","EPI_ISL_1041146",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"362","EPI_ISL_1041147",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"363","EPI_ISL_1041148",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"364","EPI_ISL_1041149",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"365","EPI_ISL_1041150",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"366","EPI_ISL_1041151",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"367","EPI_ISL_1041152",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"368","EPI_ISL_1041153",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"369","EPI_ISL_1041154",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"370","EPI_ISL_1041155",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"371","EPI_ISL_1041158",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"372","EPI_ISL_1041159",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"373","EPI_ISL_1041160",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"374","EPI_ISL_1041161",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"375","EPI_ISL_1041165",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"376","EPI_ISL_1041166",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"377","EPI_ISL_1041167",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"378","EPI_ISL_1041168",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"379","EPI_ISL_1041169",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"380","EPI_ISL_1041170",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"381","EPI_ISL_1041171",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"382","EPI_ISL_1041172",1,7,8,2,2,2,1,3,"1_7_8_2_2_2_1_3"
"383","EPI_ISL_1041173",1,7,8,2,2,2,1,3,"1_7_8_2_2_2_1_3"
"384","EPI_ISL_1041176",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"385","EPI_ISL_1041177",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"386","EPI_ISL_1041178",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"387","EPI_ISL_1041180",10,7,6,2,2,2,1,3,"10_7_6_2_2_2_1_3"
"388","EPI_ISL_1057106",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"389","EPI_ISL_1058019",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"390","EPI_ISL_1058020",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"391","EPI_ISL_1058021",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"392","EPI_ISL_1058022",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"393","EPI_ISL_1081353",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"394","EPI_ISL_1098830",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"395","EPI_ISL_1114725",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"396","EPI_ISL_1114735",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"397","EPI_ISL_1114736",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"398","EPI_ISL_1114737",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"399","EPI_ISL_1114738",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"400","EPI_ISL_1114740",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"401","EPI_ISL_1114741",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"402","EPI_ISL_1114742",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"403","EPI_ISL_1114745",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"404","EPI_ISL_1114746",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"405","EPI_ISL_1114747",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"406","EPI_ISL_1114748",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"407","EPI_ISL_1114749",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"408","EPI_ISL_1114750",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"409","EPI_ISL_1114751",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"410","EPI_ISL_1114752",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"411","EPI_ISL_1114753",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"412","EPI_ISL_1114754",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"413","EPI_ISL_1114755",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"414","EPI_ISL_1114756",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"415","EPI_ISL_1114757",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"416","EPI_ISL_1114758",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"417","EPI_ISL_1114759",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"418","EPI_ISL_1114760",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"419","EPI_ISL_1114761",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"420","EPI_ISL_1114762",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"421","EPI_ISL_1114763",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"422","EPI_ISL_1122425",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"423","EPI_ISL_1123263",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"424","EPI_ISL_1123350",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"425","EPI_ISL_1123351",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"426","EPI_ISL_1123352",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"427","EPI_ISL_1123353",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"428","EPI_ISL_1123355",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"429","EPI_ISL_1123357",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"430","EPI_ISL_1123358",6,4,3,1,3,22,1,3,"6_4_3_1_3_22_1_3"
"431","EPI_ISL_1123359",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"432","EPI_ISL_1123360",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"433","EPI_ISL_1123361",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"434","EPI_ISL_1139014",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"435","EPI_ISL_1139015",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"436","EPI_ISL_1139016",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"437","EPI_ISL_1139017",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"438","EPI_ISL_1139018",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"439","EPI_ISL_1139019",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"440","EPI_ISL_1139020",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"441","EPI_ISL_1139021",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"442","EPI_ISL_1139022",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"443","EPI_ISL_1139023",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"444","EPI_ISL_1139024",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"445","EPI_ISL_1139025",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"446","EPI_ISL_1139026",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"447","EPI_ISL_1139027",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"448","EPI_ISL_1139028",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"449","EPI_ISL_1139029",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"450","EPI_ISL_1139030",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"451","EPI_ISL_1139031",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"452","EPI_ISL_1139032",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"453","EPI_ISL_1139033",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"454","EPI_ISL_1139034",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"455","EPI_ISL_1139035",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"456","EPI_ISL_1139036",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"457","EPI_ISL_1139037",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"458","EPI_ISL_1139038",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"459","EPI_ISL_1139039",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"460","EPI_ISL_1139040",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"461","EPI_ISL_1139041",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"462","EPI_ISL_1139042",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"463","EPI_ISL_1139043",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"464","EPI_ISL_1139044",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"465","EPI_ISL_1139045",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"466","EPI_ISL_1139046",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"467","EPI_ISL_1139047",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"468","EPI_ISL_1139048",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"469","EPI_ISL_1139049",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"470","EPI_ISL_1139050",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"471","EPI_ISL_1139051",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"472","EPI_ISL_1139076",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"473","EPI_ISL_1139078",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"474","EPI_ISL_1139079",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"475","EPI_ISL_1139080",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"476","EPI_ISL_1139081",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"477","EPI_ISL_1139082",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"478","EPI_ISL_1139083",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"479","EPI_ISL_1139084",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"480","EPI_ISL_1139085",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"481","EPI_ISL_1139086",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"482","EPI_ISL_1139087",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"483","EPI_ISL_1139088",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"484","EPI_ISL_1139089",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"485","EPI_ISL_1139090",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"486","EPI_ISL_1139091",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"487","EPI_ISL_1139092",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"488","EPI_ISL_1139093",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"489","EPI_ISL_1139094",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"490","EPI_ISL_1139095",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"491","EPI_ISL_1139096",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"492","EPI_ISL_1139097",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"493","EPI_ISL_1139098",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"494","EPI_ISL_1139099",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"495","EPI_ISL_1139100",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"496","EPI_ISL_1139101",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"497","EPI_ISL_1139102",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"498","EPI_ISL_1139103",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"499","EPI_ISL_1139104",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"500","EPI_ISL_1139105",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"501","EPI_ISL_1139106",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"502","EPI_ISL_1139107",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"503","EPI_ISL_1139108",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"504","EPI_ISL_1139109",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"505","EPI_ISL_1139110",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"506","EPI_ISL_1139112",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"507","EPI_ISL_1139113",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"508","EPI_ISL_1139159",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"509","EPI_ISL_1139160",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"510","EPI_ISL_1139161",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"511","EPI_ISL_1139162",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"512","EPI_ISL_1139163",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"513","EPI_ISL_1139164",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"514","EPI_ISL_1139165",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"515","EPI_ISL_1139166",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"516","EPI_ISL_1139167",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"517","EPI_ISL_1139168",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"518","EPI_ISL_1139169",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"519","EPI_ISL_1139170",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"520","EPI_ISL_1139171",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"521","EPI_ISL_1139172",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"522","EPI_ISL_1139173",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"523","EPI_ISL_1180234",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"524","EPI_ISL_1184508",1,7,8,2,2,2,1,3,"1_7_8_2_2_2_1_3"
"525","EPI_ISL_1184509",1,7,8,2,2,2,1,3,"1_7_8_2_2_2_1_3"
"526","EPI_ISL_1184510",1,7,8,2,2,2,1,3,"1_7_8_2_2_2_1_3"
"527","EPI_ISL_1184511",1,7,8,2,2,2,1,3,"1_7_8_2_2_2_1_3"
"528","EPI_ISL_1184517",13,12,6,2,2,2,1,3,"13_12_6_2_2_2_1_3"
"529","EPI_ISL_1184518",13,12,6,2,2,2,1,3,"13_12_6_2_2_2_1_3"
"530","EPI_ISL_1185026",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"531","EPI_ISL_1205485",22,6,13,1,9,7,1,1,"22_6_13_1_9_7_1_1"
"532","EPI_ISL_1205487",22,6,13,1,9,7,1,1,"22_6_13_1_9_7_1_1"
"533","EPI_ISL_1205489",22,6,13,1,9,7,1,1,"22_6_13_1_9_7_1_1"
"534","EPI_ISL_1224942",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"535","EPI_ISL_1224946",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"536","EPI_ISL_1224949",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"537","EPI_ISL_1224989",2,1,1,1,2,1,1,1,"2_1_1_1_2_1_1_1"
"538","EPI_ISL_1225077",1,6,25,1,2,10,1,1,"1_6_25_1_2_10_1_1"
"539","EPI_ISL_1225079",1,6,2,1,2,10,1,1,"1_6_2_1_2_10_1_1"
"540","EPI_ISL_1238195",6,4,2,1,16,3,1,3,"6_4_2_1_16_3_1_3"
"541","EPI_ISL_1279262",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"542","EPI_ISL_1295638",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"543","EPI_ISL_1295639",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"544","EPI_ISL_1303550",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"545","EPI_ISL_1303776",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"546","EPI_ISL_1307695",6,7,2,1,3,2,1,3,"6_7_2_1_3_2_1_3"
"547","EPI_ISL_1307703",6,7,2,1,3,2,1,3,"6_7_2_1_3_2_1_3"
"548","EPI_ISL_1307709",6,4,3,1,2,2,1,3,"6_4_3_1_2_2_1_3"
"549","EPI_ISL_1307716",6,4,2,1,3,15,1,3,"6_4_2_1_3_15_1_3"
"550","EPI_ISL_1307720",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"551","EPI_ISL_1308010",6,4,2,1,3,3,1,3,"6_4_2_1_3_3_1_3"
"552","EPI_ISL_1385792",6,4,2,1,3,3,1,3,"6_4_2_1_3_3_1_3"
"553","EPI_ISL_1389398",6,7,2,1,3,2,1,3,"6_7_2_1_3_2_1_3"
"554","EPI_ISL_1697181",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"555","EPI_ISL_1697182",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"556","EPI_ISL_1697183",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"557","EPI_ISL_1697184",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"558","EPI_ISL_1697185",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"559","EPI_ISL_1697186",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"560","EPI_ISL_1697187",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"561","EPI_ISL_1697188",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"562","EPI_ISL_1697189",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"563","EPI_ISL_1697190",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"564","EPI_ISL_1697191",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"565","EPI_ISL_1697192",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"566","EPI_ISL_1697193",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"567","EPI_ISL_1697194",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"568","EPI_ISL_1697195",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"569","EPI_ISL_1697196",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"570","EPI_ISL_1697197",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"571","EPI_ISL_1697198",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"572","EPI_ISL_1697199",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
"573","EPI_ISL_1697200",6,4,3,1,3,2,1,3,"6_4_3_1_3_2_1_3"
